
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.9                                            Model: Raumlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           Demo data                                           

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
   -45.00    35.00   -38.64    47.24    51.83    20.43    20.87    -2.30    -2.17    -3.86   -45.80    34.57     0.00     0.00
   -45.00    40.00   -37.26    47.04    49.09    20.43    20.96    -2.30    -2.26    -4.10   -45.80    39.45     0.00     0.00
   -45.00    45.00   -35.24    46.74    46.24    20.43    21.02    -2.30    -2.34    -4.35   -45.80    44.31     0.00     0.00
   -45.00    50.00   -32.43    46.33    43.28    20.43    21.06    -2.30    -2.44    -4.59   -45.80    49.16     0.00     0.00
   -45.00    55.00   -28.65    45.77    40.17    20.43    21.12    -2.30    -2.53    -4.84   -45.80    53.99     0.00     0.00
   -45.00    60.00   -23.60    45.03    36.87    20.43    21.24    -2.30    -2.62    -5.09   -45.80    58.81     0.00     0.00
   -45.00    65.00   -16.90    44.05    33.32    20.43    21.45    -2.30    -2.72    -5.33   -45.80    63.61     0.00     0.00
   -45.00    70.00    -7.94    42.73    29.44    20.43    21.80    -2.30    -2.81    -5.58   -45.80    68.40     0.00     0.00
   -45.00    75.00     4.18    40.96    25.08    20.43    22.35    -2.30    -2.91    -5.83   -45.80    73.17     0.00     0.00
   -45.00    80.00    20.96    38.49    20.04    20.43    23.15    -2.30    -3.00    -6.09   -45.80    77.93     0.00     0.00
   -45.00     0.00   -36.19    46.88    69.11    20.43    18.00    -2.30    -1.75    -2.16   -45.80     0.00     0.00     0.00
   -45.00    -5.00   -34.44    46.62    71.35    20.43    17.25    -2.30    -1.73    -1.92   -45.80    -5.01     0.00     0.00
   -45.00   -10.00   -32.32    46.31    73.54    20.43    16.48    -2.30    -1.72    -1.67   -45.80   -10.03     0.00     0.00
   -45.00   -15.00   -29.80    45.94    75.65    20.43    15.73    -2.30    -1.72    -1.43   -45.80   -15.08     0.00     0.00
   -45.00   -20.00   -26.81    45.50    77.69    20.43    15.09    -2.30    -1.75    -1.19   -45.80   -20.14     0.00     0.00
   -45.00   -25.00   -23.27    44.98    79.64    20.43    14.67    -2.30    -1.79    -0.95   -45.80   -25.22     0.00     0.00
   -45.00   -30.00   -19.05    44.36    81.49    20.43    14.65    -2.30    -1.87    -0.72   -45.80   -30.33     0.00     0.00
   -45.00   -35.00   -13.97    43.62    83.20    20.43    15.29    -2.30    -1.97    -0.48   -45.80   -35.46     0.00     0.00
   -45.00   -40.00    -7.76    42.71    84.74    20.43    16.99    -2.30    -2.11    -0.24   -45.80   -40.62     0.00     0.00
   -45.00   -45.00     0.00    41.57    86.04    20.43    20.43    -2.30    -2.30     0.00   -45.80   -45.80     0.00     0.00
   -45.00   -50.00     9.99    40.10    87.00    20.43    26.76    -2.30    -2.55     0.24   -45.80   -51.00     0.00     0.00
   -45.00   -55.00    23.43    38.13    87.45    20.43    38.15    -2.30    -2.89     0.47   -45.80   -56.24     0.00     0.00
   -45.00   -60.00    42.73    35.30    87.03    20.43    59.32    -2.30    -3.36     0.71   -45.80   -61.51     0.00     0.00
   -45.00   -65.00    73.95    30.72    84.86    20.43   103.36    -2.30    -4.04     0.95   -45.80   -66.78     0.00     0.00
   -45.00   -70.00   144.02    20.44    77.03    20.43   243.04    -2.30    -5.23     1.19   -45.80   -71.93     0.00     0.00
   -45.00   -75.00   214.57    10.09    67.90    20.43   431.35    -2.30    -6.00     1.31   -45.80   -74.04     0.00  -658.47
   -45.00   -80.00   219.75     9.33    67.86    20.43   405.99    -2.30    -6.03     1.38   -45.80   -75.69     0.00 -1511.53
   -50.00     0.00   -48.31    45.86    70.53    26.76    18.00    -2.55    -1.75    -2.39   -51.00     0.00     0.00     0.00
   -50.00     5.00   -50.16    46.14    68.30    26.76    18.68    -2.55    -1.79    -2.64   -51.00     4.99     0.00     0.00
   -50.00    10.00   -51.72    46.37    66.02    26.76    19.28    -2.55    -1.83    -2.88   -51.00     9.96     0.00     0.00
   -50.00    15.00   -53.00    46.56    63.70    26.76    19.79    -2.55    -1.89    -3.12   -51.00    14.91     0.00     0.00
   -50.00    20.00   -54.00    46.71    61.33    26.76    20.19    -2.55    -1.95    -3.36   -51.00    19.85     0.00     0.00
   -50.00    25.00   -54.71    46.82    58.91    26.76    20.50    -2.55    -2.02    -3.61   -51.00    24.78     0.00     0.00
   -50.00    30.00   -55.10    46.88    56.44    26.76    20.72    -2.55    -2.09    -3.85   -51.00    29.68     0.00     0.00
   -50.00    35.00   -55.13    46.88    53.91    26.76    20.87    -2.55    -2.17    -4.09   -51.00    34.57     0.00     0.00
   -50.00    40.00   -54.75    46.83    51.31    26.76    20.96    -2.55    -2.26    -4.34   -51.00    39.45     0.00     0.00
   -50.00    45.00   -53.88    46.70    48.63    26.76    21.02    -2.55    -2.34    -4.58   -51.00    44.31     0.00     0.00
   -50.00    50.00   -52.42    46.48    45.86    26.76    21.06    -2.55    -2.44    -4.83   -51.00    49.16     0.00     0.00
   -50.00    55.00   -50.23    46.15    42.98    26.76    21.12    -2.55    -2.53    -5.08   -51.00    53.99     0.00     0.00
   -50.00    60.00   -47.11    45.68    39.95    26.76    21.24    -2.55    -2.62    -5.32   -51.00    58.81     0.00     0.00
   -50.00    65.00   -42.76    45.03    36.73    26.76    21.45    -2.55    -2.72    -5.57   -51.00    63.61     0.00     0.00
   -50.00    70.00   -36.77    44.13    33.26    26.76    21.80    -2.55    -2.81    -5.82   -51.00    68.40     0.00     0.00
   -50.00    75.00   -28.48    42.88    29.44    26.76    22.35    -2.55    -2.91    -6.07   -51.00    73.17     0.00     0.00
   -50.00    80.00   -16.83    41.13    25.11    26.76    23.15    -2.55    -3.00    -6.32   -51.00    77.93     0.00     0.00
   -50.00     0.00   -48.31    45.86    70.53    26.76    18.00    -2.55    -1.75    -2.39   -51.00     0.00     0.00     0.00
   -50.00    -5.00   -46.17    45.54    72.70    26.76    17.25    -2.55    -1.73    -2.15   -51.00    -5.01     0.00     0.00
   -50.00   -10.00   -43.71    45.17    74.82    26.76    16.48    -2.55    -1.72    -1.91   -51.00   -10.03     0.00     0.00
   -50.00   -15.00   -40.87    44.74    76.88    26.76    15.73    -2.55    -1.72    -1.67   -51.00   -15.08     0.00     0.00
   -50.00   -20.00   -37.60    44.25    78.87    26.76    15.09    -2.55    -1.75    -1.43   -51.00   -20.14     0.00     0.00
   -50.00   -25.00   -33.82    43.68    80.77    26.76    14.67    -2.55    -1.79    -1.19   -51.00   -25.22     0.00     0.00
   -50.00   -30.00   -29.39    43.02    82.57    26.76    14.65    -2.55    -1.87    -0.95   -51.00   -30.33     0.00     0.00
   -50.00   -35.00   -24.15    42.23    84.24    26.76    15.29    -2.55    -1.97    -0.71   -51.00   -35.46     0.00     0.00
   -50.00   -40.00   -17.82    41.28    85.74    26.76    16.99    -2.55    -2.11    -0.48   -51.00   -40.62     0.00     0.00
   -50.00   -45.00    -9.99    40.10    87.00    26.76    20.43    -2.55    -2.30    -0.24   -51.00   -45.80     0.00     0.00
   -50.00   -50.00     0.00    38.60    87.93    26.76    26.76    -2.55    -2.55     0.00   -51.00   -51.00     0.00     0.00
   -50.00   -55.00    13.33    36.60    88.35    26.76    38.15    -2.55    -2.89     0.24   -51.00   -56.24     0.00     0.00
   -50.00   -60.00    32.38    33.74    87.90    26.76    59.32    -2.55    -3.36     0.47   -51.00   -61.51     0.00     0.00
   -50.00   -65.00    62.99    29.14    85.71    26.76   103.36    -2.55    -4.04     0.71   -51.00   -66.78     0.00     0.00
   -50.00   -70.00   131.31    18.88    77.90    26.76   243.04    -2.55    -5.23     0.95   -51.00   -71.93     0.00     0.00
   -50.00   -75.00   199.84     8.58    68.83    26.76   431.35    -2.55    -6.00     1.08   -51.00   -74.04     0.00  -658.47
   -50.00   -80.00   204.97     7.81    68.78    26.76   405.99    -2.55    -6.03     1.15   -51.00   -75.69     0.00 -1511.53
   -55.00     0.00   -65.05    44.45    71.54    38.15    18.00    -2.89    -1.75    -2.63   -56.24     0.00     0.00     0.00
   -55.00     5.00   -67.50    44.83    69.41    38.15    18.68    -2.89    -1.79    -2.87   -56.24     4.99     0.00     0.00
   -55.00    10.00   -69.74    45.17    67.24    38.15    19.28    -2.89    -1.83    -3.11   -56.24     9.96     0.00     0.00
   -55.00    15.00   -71.77    45.47    65.03    38.15    19.79    -2.89    -1.89    -3.36   -56.24    14.91     0.00     0.00
   -55.00    20.00   -73.60    45.75    62.79    38.15    20.19    -2.89    -1.95    -3.60   -56.24    19.85     0.00     0.00
   -55.00    25.00   -75.23    46.00    60.51    38.15    20.50    -2.89    -2.02    -3.84   -56.24    24.78     0.00     0.00
   -55.00    30.00   -76.65    46.22    58.20    38.15    20.72    -2.89    -2.09    -4.09   -56.24    29.68     0.00     0.00
   -55.00    35.00   -77.85    46.40    55.84    38.15    20.87    -2.89    -2.17    -4.33   -56.24    34.57     0.00     0.00
   -55.00    40.00   -78.79    46.54    53.44    38.15    20.96    -2.89    -2.26    -4.57   -56.24    39.45     0.00     0.00
   -55.00    45.00   -79.43    46.64    50.99    38.15    21.02    -2.89    -2.34    -4.82   -56.24    44.31     0.00     0.00
   -55.00    50.00   -79.72    46.68    48.49    38.15    21.06    -2.89    -2.44    -5.07   -56.24    49.16     0.00     0.00
   -55.00    55.00   -79.57    46.66    45.91    38.15    21.12    -2.89    -2.53    -5.31   -56.24    53.99     0.00     0.00
   -55.00    60.00   -78.87    46.55    43.24    38.15    21.24    -2.89    -2.62    -5.56   -56.24    58.81     0.00     0.00
   -55.00    65.00   -77.45    46.34    40.46    38.15    21.45    -2.89    -2.72    -5.81   -56.24    63.61     0.00     0.00
   -55.00    70.00   -75.05    45.97    37.53    38.15    21.80    -2.89    -2.81    -6.06   -56.24    68.40     0.00     0.00
   -55.00    75.00   -71.30    45.40    34.38    38.15    22.35    -2.89    -2.91    -6.31   -56.24    73.17     0.00     0.00
   -55.00    80.00   -65.56    44.53    30.93    38.15    23.15    -2.89    -3.00    -6.56   -56.24    77.93     0.00     0.00
   -55.00     0.00   -65.05    44.45    71.54    38.15    18.00    -2.89    -1.75    -2.63   -56.24     0.00     0.00     0.00
   -55.00    -5.00   -62.35    44.05    73.63    38.15    17.25    -2.89    -1.73    -2.39   -56.24    -5.01     0.00     0.00
   -55.00   -10.00   -59.38    43.59    75.67    38.15    16.48    -2.89    -1.72    -2.15   -56.24   -10.03     0.00     0.00
   -55.00   -15.00   -56.09    43.09    77.66    38.15    15.73    -2.89    -1.72    -1.91   -56.24   -15.08     0.00     0.00
   -55.00   -20.00   -52.42    42.54    79.58    38.15    15.09    -2.89    -1.75    -1.67   -56.24   -20.14     0.00     0.00
   -55.00   -25.00   -48.26    41.91    81.42    38.15    14.67    -2.89    -1.79    -1.43   -56.24   -25.22     0.00     0.00
   -55.00   -30.00   -43.51    41.18    83.16    38.15    14.65    -2.89    -1.87    -1.19   -56.24   -30.33     0.00     0.00
   -55.00   -35.00   -37.99    40.34    84.78    38.15    15.29    -2.89    -1.97    -0.95   -56.24   -35.46     0.00     0.00
   -55.00   -40.00   -31.43    39.35    86.23    38.15    16.99    -2.89    -2.11    -0.71   -56.24   -40.62     0.00     0.00
   -55.00   -45.00   -23.43    38.13    87.45    38.15    20.43    -2.89    -2.30    -0.47   -56.24   -45.80     0.00     0.00
   -55.00   -50.00   -13.33    36.60    88.35    38.15    26.76    -2.89    -2.55    -0.24   -56.24   -51.00     0.00     0.00
   -55.00   -55.00     0.00    34.57    88.75    38.15    38.15    -2.89    -2.89     0.00   -56.24   -56.24     0.00     0.00
   -55.00   -60.00    18.88    31.71    88.29    38.15    59.32    -2.89    -3.36     0.24   -56.24   -61.51     0.00     0.00
   -55.00   -65.00    49.02    27.13    86.12    38.15   103.36    -2.89    -4.04     0.47   -56.24   -66.78     0.00     0.00
   -55.00   -70.00   115.86    16.98    78.42    38.15   243.04    -2.89    -5.23     0.71   -56.24   -71.93     0.00     0.00
   -55.00   -75.00   182.68     6.83    69.49    38.15   431.35    -2.89    -6.00     0.84   -56.24   -74.04     0.00  -658.47
   -55.00   -80.00   187.79     6.05    69.43    38.15   405.99    -2.89    -6.03     0.91   -56.24   -75.69     0.00 -1511.53
   -60.00     0.00   -89.74    42.38    71.88    59.32    18.00    -3.36    -1.75    -2.87   -61.51     0.00     0.00     0.00
   -60.00     5.00   -93.14    42.89    69.89    59.32    18.68    -3.36    -1.79    -3.11   -61.51     4.99     0.00     0.00
   -60.00    10.00   -96.41    43.38    67.87    59.32    19.28    -3.36    -1.83    -3.35   -61.51     9.96     0.00     0.00
   -60.00    15.00   -99.57    43.86    65.83    59.32    19.79    -3.36    -1.89    -3.59   -61.51    14.91     0.00     0.00
   -60.00    20.00  -102.66    44.33    63.78    59.32    20.19    -3.36    -1.95    -3.83   -61.51    19.85     0.00     0.00
   -60.00    25.00  -105.69    44.78    61.71    59.32    20.50    -3.36    -2.02    -4.08   -61.51    24.78     0.00     0.00
   -60.00    30.00  -108.67    45.23    59.62    59.32    20.72    -3.36    -2.09    -4.32   -61.51    29.68     0.00     0.00
   -60.00    35.00  -111.61    45.68    57.53    59.32    20.87    -3.36    -2.17    -4.57   -61.51    34.57     0.00     0.00
   -60.00    40.00  -114.53    46.11    55.43    59.32    20.96    -3.36    -2.26    -4.81   -61.51    39.45     0.00     0.00
   -60.00    45.00  -117.44    46.55    53.32    59.32    21.02    -3.36    -2.34    -5.06   -61.51    44.31     0.00     0.00
   -60.00    50.00  -120.33    46.99    51.20    59.32    21.06    -3.36    -2.44    -5.30   -61.51    49.16     0.00     0.00
   -60.00    55.00  -123.21    47.42    49.08    59.32    21.12    -3.36    -2.53    -5.55   -61.51    53.99     0.00     0.00
   -60.00    60.00  -126.08    47.85    46.95    59.32    21.24    -3.36    -2.62    -5.80   -61.51    58.81     0.00     0.00
   -60.00    65.00  -128.94    48.28    44.82    59.32    21.45    -3.36    -2.72    -6.05   -61.51    63.61     0.00     0.00
   -60.00    70.00  -131.77    48.71    42.68    59.32    21.80    -3.36    -2.81    -6.30   -61.51    68.40     0.00     0.00
   -60.00    75.00  -134.55    49.13    40.52    59.32    22.35    -3.36    -2.91    -6.55   -61.51    73.17     0.00     0.00
   -60.00    80.00  -137.24    49.53    38.34    59.32    23.15    -3.36    -3.00    -6.80   -61.51    77.93     0.00     0.00
   -60.00     0.00   -89.74    42.38    71.88    59.32    18.00    -3.36    -1.75    -2.87   -61.51     0.00     0.00     0.00
   -60.00    -5.00   -86.19    41.85    73.84    59.32    17.25    -3.36    -1.73    -2.63   -61.51    -5.01     0.00     0.00
   -60.00   -10.00   -82.44    41.28    75.77    59.32    16.48    -3.36    -1.72    -2.39   -61.51   -10.03     0.00     0.00
   -60.00   -15.00   -78.43    40.68    77.65    59.32    15.73    -3.36    -1.72    -2.14   -61.51   -15.08     0.00     0.00
   -60.00   -20.00   -74.10    40.02    79.48    59.32    15.09    -3.36    -1.75    -1.90   -61.51   -20.14     0.00     0.00
   -60.00   -25.00   -69.35    39.31    81.23    59.32    14.67    -3.36    -1.79    -1.67   -61.51   -25.22     0.00     0.00
   -60.00   -30.00   -64.06    38.51    82.90    59.32    14.65    -3.36    -1.87    -1.43   -61.51   -30.33     0.00     0.00
   -60.00   -35.00   -58.06    37.61    84.45    59.32    15.29    -3.36    -1.97    -1.19   -61.51   -35.46     0.00     0.00
   -60.00   -40.00   -51.08    36.56    85.85    59.32    16.99    -3.36    -2.11    -0.95   -61.51   -40.62     0.00     0.00
   -60.00   -45.00   -42.73    35.30    87.03    59.32    20.43    -3.36    -2.30    -0.71   -61.51   -45.80     0.00     0.00
   -60.00   -50.00   -32.38    33.74    87.90    59.32    26.76    -3.36    -2.55    -0.47   -61.51   -51.00     0.00     0.00
   -60.00   -55.00   -18.88    31.71    88.29    59.32    38.15    -3.36    -2.89    -0.24   -61.51   -56.24     0.00     0.00
   -60.00   -60.00     0.00    28.86    87.86    59.32    59.32    -3.36    -3.36     0.00   -61.51   -61.51     0.00     0.00
   -60.00   -65.00    29.85    24.37    85.77    59.32   103.36    -3.36    -4.04     0.24   -61.51   -66.78     0.00     0.00
   -60.00   -70.00    95.51    14.48    78.33    59.32   243.04    -3.36    -5.23     0.48   -61.51   -71.93     0.00     0.00
   -60.00   -75.00   161.00     4.61    69.69    59.32   431.35    -3.36    -6.00     0.60   -61.51   -74.04     0.00  -658.47
   -60.00   -80.00   166.16     3.83    69.63    59.32   405.99    -3.36    -6.03     0.67   -61.51   -75.69     0.00 -1511.53
   -65.00     0.00  -130.90    38.92    70.83   103.36    18.00    -4.04    -1.75    -3.10   -66.78     0.00     0.00     0.00
   -65.00     5.00  -135.99    39.66    69.06   103.36    18.68    -4.04    -1.79    -3.34   -66.78     4.99     0.00     0.00
   -65.00    10.00  -141.12    40.40    67.29   103.36    19.28    -4.04    -1.83    -3.59   -66.78     9.96     0.00     0.00
   -65.00    15.00  -146.33    41.15    65.53   103.36    19.79    -4.04    -1.89    -3.83   -66.78    14.91     0.00     0.00
   -65.00    20.00  -151.69    41.92    63.78   103.36    20.19    -4.04    -1.95    -4.07   -66.78    19.85     0.00     0.00
   -65.00    25.00  -157.25    42.72    62.05   103.36    20.50    -4.04    -2.02    -4.31   -66.78    24.78     0.00     0.00
   -65.00    30.00  -163.06    43.56    60.36   103.36    20.72    -4.04    -2.09    -4.56   -66.78    29.68     0.00     0.00
   -65.00    35.00  -169.20    44.44    58.71   103.36    20.87    -4.04    -2.17    -4.80   -66.78    34.57     0.00     0.00
   -65.00    40.00  -175.75    45.39    57.11   103.36    20.96    -4.04    -2.26    -5.05   -66.78    39.45     0.00     0.00
   -65.00    45.00  -182.82    46.40    55.58   103.36    21.02    -4.04    -2.34    -5.29   -66.78    44.31     0.00     0.00
   -65.00    50.00  -190.53    47.51    54.14   103.36    21.06    -4.04    -2.44    -5.54   -66.78    49.16     0.00     0.00
   -65.00    55.00  -199.07    48.74    52.81   103.36    21.12    -4.04    -2.53    -5.79   -66.78    53.99     0.00     0.00
   -65.00    60.00  -208.68    50.13    51.64   103.36    21.24    -4.04    -2.62    -6.03   -66.78    58.81     0.00     0.00
   -65.00    65.00  -219.70    51.72    50.66   103.36    21.45    -4.04    -2.72    -6.28   -66.78    63.61     0.00     0.00
   -65.00    70.00  -232.64    53.58    49.95   103.36    21.80    -4.04    -2.81    -6.53   -66.78    68.40     0.00     0.00
   -65.00    75.00  -248.26    55.83    49.63   103.36    22.35    -4.04    -2.91    -6.78   -66.78    73.17     0.00     0.00
   -65.00    80.00  -267.82    58.65    49.86   103.36    23.15    -4.04    -3.00    -7.03   -66.78    77.93     0.00     0.00
   -65.00     0.00  -130.90    38.92    70.83   103.36    18.00    -4.04    -1.75    -3.10   -66.78     0.00     0.00     0.00
   -65.00    -5.00  -125.80    38.19    72.59   103.36    17.25    -4.04    -1.73    -2.86   -66.78    -5.01     0.00     0.00
   -65.00   -10.00  -120.63    37.45    74.34   103.36    16.48    -4.04    -1.72    -2.62   -66.78   -10.03     0.00     0.00
   -65.00   -15.00  -115.33    36.68    76.06   103.36    15.73    -4.04    -1.72    -2.38   -66.78   -15.08     0.00     0.00
   -65.00   -20.00  -109.81    35.89    77.75   103.36    15.09    -4.04    -1.75    -2.14   -66.78   -20.14     0.00     0.00
   -65.00   -25.00  -103.98    35.05    79.38   103.36    14.67    -4.04    -1.79    -1.90   -66.78   -25.22     0.00     0.00
   -65.00   -30.00   -97.70    34.14    80.94   103.36    14.65    -4.04    -1.87    -1.66   -66.78   -30.33     0.00     0.00
   -65.00   -35.00   -90.80    33.15    82.40   103.36    15.29    -4.04    -1.97    -1.42   -66.78   -35.46     0.00     0.00
   -65.00   -40.00   -83.01    32.03    83.73   103.36    16.99    -4.04    -2.11    -1.19   -66.78   -40.62     0.00     0.00
   -65.00   -45.00   -73.95    30.72    84.86   103.36    20.43    -4.04    -2.30    -0.95   -66.78   -45.80     0.00     0.00
   -65.00   -50.00   -62.99    29.14    85.71   103.36    26.76    -4.04    -2.55    -0.71   -66.78   -51.00     0.00     0.00
   -65.00   -55.00   -49.02    27.13    86.12   103.36    38.15    -4.04    -2.89    -0.47   -66.78   -56.24     0.00     0.00
   -65.00   -60.00   -29.85    24.37    85.77   103.36    59.32    -4.04    -3.36    -0.24   -66.78   -61.51     0.00     0.00
   -65.00   -65.00     0.00    20.07    83.88   103.36   103.36    -4.04    -4.04     0.00   -66.78   -66.78     0.00     0.00
   -65.00   -70.00    64.92    10.72    76.98   103.36   243.04    -4.04    -5.23     0.24   -66.78   -71.93     0.00     0.00
   -65.00   -75.00   129.60     1.40    68.88   103.36   431.35    -4.04    -6.00     0.36   -66.78   -74.04     0.00  -658.47
   -65.00   -80.00   134.93     0.63    68.83   103.36   405.99    -4.04    -6.03     0.43   -66.78   -75.69     0.00 -1511.53
   -70.00     0.00  -228.03    30.77    65.12   243.04    18.00    -5.23    -1.75    -3.34   -71.93     0.00     0.00     0.00
   -70.00     5.00  -237.82    31.97    63.82   243.04    18.68    -5.23    -1.79    -3.59   -71.93     4.99     0.00     0.00
   -70.00    10.00  -248.16    33.24    62.58   243.04    19.28    -5.23    -1.83    -3.83   -71.93     9.96     0.00     0.00
   -70.00    15.00  -259.20    34.60    61.43   243.04    19.79    -5.23    -1.89    -4.07   -71.93    14.91     0.00     0.00
   -70.00    20.00  -271.09    36.06    60.37   243.04    20.19    -5.23    -1.95    -4.31   -71.93    19.85     0.00     0.00
   -70.00    25.00  -284.02    37.65    59.43   243.04    20.50    -5.23    -2.02    -4.56   -71.93    24.78     0.00     0.00
   -70.00    30.00  -298.24    39.40    58.65   243.04    20.72    -5.23    -2.09    -4.80   -71.93    29.68     0.00     0.00
   -70.00    35.00  -314.05    41.34    58.05   243.04    20.87    -5.23    -2.17    -5.04   -71.93    34.57     0.00     0.00
   -70.00    40.00  -331.82    43.53    57.70   243.04    20.96    -5.23    -2.26    -5.29   -71.93    39.45     0.00     0.00
   -70.00    45.00  -352.09    46.02    57.64   243.04    21.02    -5.23    -2.34    -5.53   -71.93    44.31     0.00     0.00
   -70.00    50.00  -375.57    48.90    57.98   243.04    21.06    -5.23    -2.44    -5.78   -71.93    49.16     0.00     0.00
   -70.00    55.00  -403.25    52.31    58.82   243.04    21.12    -5.23    -2.53    -6.03   -71.93    53.99     0.00     0.00
   -70.00    60.00  -436.61    56.41    60.36   243.04    21.24    -5.23    -2.62    -6.28   -71.93    58.81     0.00     0.00
   -70.00    65.00  -477.86    61.48    62.87   243.04    21.45    -5.23    -2.72    -6.53   -71.93    63.61     0.00     0.00
   -70.00    70.00  -530.61    67.96    66.78   243.04    21.80    -5.23    -2.81    -6.78   -71.93    68.40     0.00     0.00
   -70.00    75.00  -600.99    76.61    72.86   243.04    22.35    -5.23    -2.91    -7.03   -71.93    73.17     0.00     0.00
   -70.00    80.00  -700.51    88.85    82.51   243.04    23.15    -5.23    -3.00    -7.28   -71.93    77.93     0.00     0.00
   -70.00     0.00  -228.03    30.77    65.12   243.04    18.00    -5.23    -1.75    -3.34   -71.93     0.00     0.00     0.00
   -70.00    -5.00  -218.68    29.62    66.47   243.04    17.25    -5.23    -1.73    -3.10   -71.93    -5.01     0.00     0.00
   -70.00   -10.00  -209.66    28.51    67.85   243.04    16.48    -5.23    -1.72    -2.86   -71.93   -10.03     0.00     0.00
   -70.00   -15.00  -200.84    27.42    69.25   243.04    15.73    -5.23    -1.72    -2.62   -71.93   -15.08     0.00     0.00
   -70.00   -20.00  -192.11    26.35    70.66   243.04    15.09    -5.23    -1.75    -2.38   -71.93   -20.14     0.00     0.00
   -70.00   -25.00  -183.35    25.27    72.06   243.04    14.67    -5.23    -1.79    -2.14   -71.93   -25.22     0.00     0.00
   -70.00   -30.00  -174.40    24.17    73.42   243.04    14.65    -5.23    -1.87    -1.90   -71.93   -30.33     0.00     0.00
   -70.00   -35.00  -165.06    23.03    74.73   243.04    15.29    -5.23    -1.97    -1.67   -71.93   -35.46     0.00     0.00
   -70.00   -40.00  -155.06    21.80    75.95   243.04    16.99    -5.23    -2.11    -1.43   -71.93   -40.62     0.00     0.00
   -70.00   -45.00  -144.02    20.44    77.03   243.04    20.43    -5.23    -2.30    -1.19   -71.93   -45.80     0.00     0.00
   -70.00   -50.00  -131.31    18.88    77.90   243.04    26.76    -5.23    -2.55    -0.95   -71.93   -51.00     0.00     0.00
   -70.00   -55.00  -115.86    16.98    78.42   243.04    38.15    -5.23    -2.89    -0.71   -71.93   -56.24     0.00     0.00
   -70.00   -60.00   -95.51    14.48    78.33   243.04    59.32    -5.23    -3.36    -0.48   -71.93   -61.51     0.00     0.00
   -70.00   -65.00   -64.92    10.72    76.98   243.04   103.36    -5.23    -4.04    -0.24   -71.93   -66.78     0.00     0.00
   -70.00   -70.00     0.00     2.74    71.45   243.04   243.04    -5.23    -5.23     0.00   -71.93   -71.93     0.00     0.00
   -70.00   -75.00    64.80    -5.23    64.71   243.04   431.35    -5.23    -6.00     0.12   -71.93   -74.04     0.00  -658.47
   -70.00   -80.00    70.71    -5.95    64.70   243.04   405.99    -5.23    -6.03     0.19   -71.93   -75.69     0.00 -1511.53
   -75.00     0.00  -331.65    22.07    57.65   431.35    18.00    -6.00    -1.75    -3.47   -74.04     0.00  -658.47     0.00
   -75.00     5.00  -347.51    23.69    56.76   431.35    18.68    -6.00    -1.79    -3.72   -74.04     4.99  -658.47     0.00
   -75.00    10.00  -364.73    25.45    56.02   431.35    19.28    -6.00    -1.83    -3.96   -74.04     9.96  -658.47     0.00
   -75.00    15.00  -383.59    27.38    55.43   431.35    19.79    -6.00    -1.89    -4.20   -74.04    14.91  -658.47     0.00
   -75.00    20.00  -404.46    29.51    55.04   431.35    20.19    -6.00    -1.95    -4.45   -74.04    19.85  -658.47     0.00
   -75.00    25.00  -427.79    31.90    54.90   431.35    20.50    -6.00    -2.02    -4.69   -74.04    24.78  -658.47     0.00
   -75.00    30.00  -454.18    34.60    55.07   431.35    20.72    -6.00    -2.09    -4.93   -74.04    29.68  -658.47     0.00
   -75.00    35.00  -484.42    37.69    55.63   431.35    20.87    -6.00    -2.17    -5.18   -74.04    34.57  -658.47     0.00
   -75.00    40.00  -519.58    41.29    56.68   431.35    20.96    -6.00    -2.26    -5.42   -74.04    39.45  -658.47     0.00
   -75.00    45.00  -561.15    45.54    58.39   431.35    21.02    -6.00    -2.34    -5.67   -74.04    44.31  -658.47     0.00
   -75.00    50.00  -611.32    50.67    60.97   431.35    21.06    -6.00    -2.44    -5.92   -74.04    49.16  -658.47     0.00
   -75.00    55.00  -673.35    57.02    64.76   431.35    21.12    -6.00    -2.53    -6.17   -74.04    53.99  -658.47     0.00
   -75.00    60.00  -752.41    65.10    70.28   431.35    21.24    -6.00    -2.62    -6.42   -74.04    58.81  -658.47     0.00
   -75.00    65.00  -857.17    75.82    78.43   431.35    21.45    -6.00    -2.72    -6.66   -74.04    63.61  -658.47     0.00
   -75.00    70.00 -1003.48    90.78    90.83   431.35    21.80    -6.00    -2.81    -6.92   -74.04    68.40  -658.47     0.00
   -75.00    75.00 -1223.53   113.29   110.76   431.35    22.35    -6.00    -2.91    -7.17   -74.04    73.17  -658.47     0.00
   -75.00    80.00 -1594.55   151.24   146.13   431.35    23.15    -6.00    -3.00    -7.42   -74.04    77.93  -658.47     0.00
   -75.00     0.00  -331.65    22.07    57.65   431.35    18.00    -6.00    -1.75    -3.47   -74.04     0.00  -658.47     0.00
   -75.00    -5.00  -316.88    20.56    58.63   431.35    17.25    -6.00    -1.73    -3.23   -74.04    -5.01  -658.47     0.00
